State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details
Madhya Pradesh,Unknown,2019,June,Saturday,1:56,Minor,4,Two-Wheeler,0,2,Clear,National Highway,Damaged,Dark,Signs,107,53,Male,Valid,Yes,Straight Road
Delhi,Unknown,2019,August,Monday,4:19,Fatal,2,Truck,1,2,Rainy,State Highway,Dry,Dark,Signs,94,66,Female,Valid,Yes,Intersection
Mizoram,Mangalore,2019,June,Thursday,16:13,Minor,5,Bus,5,2,Rainy,Village Road,Damaged,Daylight,Signals,103,31,Male,Valid,No,Intersection
Jammu and Kashmir,Unknown,2022,December,Sunday,6:37,Serious,4,Auto-Rickshaw,6,1,Foggy,State Highway,Under Construction,Dawn,Police Checkpost,107,17,Female,Valid,Yes,Straight Road
Gujarat,Unknown,2022,January,Tuesday,18:08,Serious,5,Car,8,2,Stormy,Village Road,Under Construction,Dusk,Signals,56,64,Male,,Yes,Bridge
Nagaland,Unknown,2020,March,Thursday,8:29,Minor,4,Car,7,0,Rainy,Village Road,Under Construction,Dusk,Signs,127,63,Male,Valid,Yes,Intersection
Tamil Nadu,Durgapur,2022,February,Saturday,12:52,Fatal,4,Car,4,2,Clear,State Highway,Dry,Dark,Signs,120,58,Male,Valid,Yes,Bridge
Tamil Nadu,Unknown,2018,March,Saturday,10:14,Minor,5,Bus,6,0,Clear,National Highway,Damaged,Dark,Police Checkpost,102,61,Male,Expired,Yes,Bridge
Puducherry,Unknown,2020,October,Friday,17:55,Serious,1,Bus,6,3,Rainy,State Highway,Under Construction,Daylight,Police Checkpost,122,55,Female,,Yes,Straight Road
Tripura,Chennai,2020,March,Thursday,10:02,Serious,4,Car,0,2,Rainy,State Highway,Dry,Dark,Signs,114,69,Female,Valid,No,Bridge
Telangana,Unknown,2020,August,Friday,15:38,Fatal,2,Bus,1,0,Clear,Urban Road,Damaged,Dawn,Signs,100,42,Female,Expired,No,Bridge
Tamil Nadu,Jodhpur,2020,March,Friday,21:32,Fatal,2,Bus,1,1,Clear,National Highway,Under Construction,Dark,Signs,66,57,Female,Expired,No,Curve
Mizoram,Unknown,2020,October,Monday,9:39,Minor,5,Car,8,2,Stormy,National Highway,Wet,Dawn,Police Checkpost,123,41,Male,Expired,No,Intersection
Gujarat,Unknown,2020,April,Sunday,5:03,Serious,3,Auto-Rickshaw,8,3,Hazy,National Highway,Damaged,Dusk,Police Checkpost,118,56,Female,,No,Curve
Haryana,Unknown,2023,February,Friday,10:48,Serious,5,Cycle,9,0,Rainy,State Highway,Under Construction,Dusk,Signs,95,49,Male,Valid,No,Curve
Gujarat,Visakhapatnam,2023,November,Sunday,19:06,Minor,5,Auto-Rickshaw,4,2,Foggy,National Highway,Under Construction,Dawn,Police Checkpost,99,55,Female,Valid,No,Straight Road
Tamil Nadu,Unknown,2023,December,Sunday,3:59,Serious,2,Auto-Rickshaw,1,1,Rainy,State Highway,Under Construction,Daylight,Police Checkpost,122,26,Female,,Yes,Straight Road
Himachal Pradesh,Mangalore,2020,January,Wednesday,15:56,Minor,1,Auto-Rickshaw,1,0,Rainy,State Highway,Under Construction,Dusk,Signs,59,39,Male,Expired,No,Curve
Tripura,Unknown,2020,February,Friday,11:43,Serious,1,Car,10,2,Foggy,State Highway,Under Construction,Daylight,Signs,79,49,Female,,Yes,Bridge
Kerala,Unknown,2023,November,Saturday,10:51,Fatal,5,Two-Wheeler,4,5,Rainy,State Highway,Dry,Dusk,,110,55,Male,Expired,No,Intersection
Delhi,Unknown,2022,August,Tuesday,16:11,Serious,2,Bus,6,0,Hazy,Urban Road,Wet,Dawn,Signs,81,68,Female,Valid,No,Curve
Uttarakhand,Lucknow,2023,February,Wednesday,0:28,Serious,4,Bus,9,2,Foggy,State Highway,Damaged,Daylight,Signals,120,52,Male,,Yes,Curve
Chandigarh,Unknown,2019,January,Sunday,20:51,Fatal,1,Truck,5,3,Stormy,State Highway,Under Construction,Dawn,Police Checkpost,84,43,Male,,No,Intersection
Punjab,Unknown,2020,March,Friday,11:30,Serious,4,Auto-Rickshaw,7,2,Clear,National Highway,Under Construction,Daylight,Signals,61,35,Female,,No,Bridge
Puducherry,Kolkata,2020,November,Sunday,5:29,Serious,1,Auto-Rickshaw,10,5,Foggy,National Highway,Under Construction,Dusk,,43,46,Female,,No,Curve
Karnataka,Varanasi,2020,July,Monday,17:30,Serious,2,Truck,9,5,Rainy,Village Road,Under Construction,Dawn,Signs,115,44,Male,Expired,No,Intersection
Madhya Pradesh,Unknown,2018,June,Friday,23:54,Minor,1,Bus,11,1,Foggy,Urban Road,Under Construction,Dawn,Signs,106,51,Female,Expired,No,Intersection
Meghalaya,Unknown,2020,October,Tuesday,2:29,Serious,4,Truck,1,4,Rainy,Village Road,Damaged,Daylight,Police Checkpost,56,52,Female,Expired,No,Straight Road
Kerala,Unknown,2019,March,Friday,20:26,Serious,5,Cycle,1,0,Rainy,Village Road,Wet,Daylight,Signs,106,68,Male,Expired,No,Curve
Telangana,Unknown,2022,October,Thursday,9:17,Fatal,2,Auto-Rickshaw,6,2,Rainy,Urban Road,Dry,Dusk,Police Checkpost,65,35,Male,,No,Bridge
Punjab,Unknown,2021,March,Tuesday,21:18,Fatal,1,Pedestrian,5,0,Rainy,National Highway,Under Construction,Daylight,Signals,82,60,Female,Expired,Yes,Straight Road
West Bengal,Unknown,2019,November,Monday,14:17,Fatal,4,Car,9,0,Rainy,Village Road,Under Construction,Dark,Signs,66,43,Male,Valid,Yes,Intersection
Tamil Nadu,Bangalore,2018,November,Monday,12:07,Serious,4,Truck,7,4,Clear,National Highway,Under Construction,Daylight,Signs,115,34,Female,Valid,No,Intersection
Sikkim,Unknown,2023,March,Thursday,3:29,Minor,3,Car,3,4,Hazy,Urban Road,Under Construction,Dark,,46,58,Male,Expired,No,Bridge
Madhya Pradesh,Surat,2018,October,Monday,12:15,Fatal,2,Pedestrian,7,0,Stormy,National Highway,Under Construction,Dusk,Signs,68,24,Male,Valid,Yes,Straight Road
Assam,Udaipur,2020,October,Wednesday,7:30,Serious,4,Truck,3,0,Hazy,State Highway,Wet,Daylight,Signs,107,68,Male,,No,Straight Road
Assam,Unknown,2018,October,Tuesday,8:19,Serious,4,Two-Wheeler,3,2,Rainy,Urban Road,Damaged,Daylight,Signals,101,24,Female,Valid,No,Intersection
Tamil Nadu,Unknown,2018,January,Thursday,0:31,Serious,3,Bus,3,0,Hazy,National Highway,Under Construction,Dusk,Signals,102,48,Male,Expired,No,Curve
Madhya Pradesh,Lucknow,2019,October,Tuesday,11:16,Serious,1,Car,8,0,Hazy,Urban Road,Under Construction,Dawn,Signs,110,41,Male,,Yes,Straight Road
Sikkim,Unknown,2022,October,Saturday,10:18,Serious,3,Truck,7,1,Rainy,Village Road,Wet,Dusk,Police Checkpost,73,41,Male,Valid,Yes,Intersection
Punjab,Dwarka,2020,September,Sunday,1:56,Serious,5,Cycle,7,0,Rainy,Village Road,Under Construction,Daylight,Police Checkpost,40,43,Male,Valid,Yes,Bridge
Himachal Pradesh,Unknown,2020,March,Saturday,14:23,Fatal,5,Truck,6,0,Hazy,National Highway,Under Construction,Dark,Police Checkpost,81,35,Female,,Yes,Intersection
Kerala,Unknown,2021,October,Sunday,2:36,Minor,4,Auto-Rickshaw,6,0,Rainy,Village Road,Under Construction,Daylight,Signals,111,43,Female,,No,Straight Road
Tamil Nadu,Unknown,2019,March,Friday,7:41,Serious,5,Truck,6,2,Hazy,Village Road,Dry,Dark,Police Checkpost,109,26,Female,Valid,Yes,Curve
Bihar,Unknown,2023,January,Saturday,19:54,Serious,2,Car,10,1,Rainy,Village Road,Wet,Dark,Signals,82,54,Male,Valid,No,Bridge
Kerala,Unknown,2022,February,Friday,17:31,Serious,1,Two-Wheeler,9,0,Clear,State Highway,Wet,Dusk,Signs,41,61,Female,Valid,No,Intersection
Andhra Pradesh,Unknown,2023,October,Thursday,17:30,Fatal,5,Car,10,0,Hazy,Village Road,Damaged,Dusk,Signs,123,49,Male,Valid,Yes,Straight Road
Meghalaya,Jaipur,2022,February,Friday,6:45,Serious,5,Truck,7,2,Rainy,State Highway,Damaged,Daylight,Police Checkpost,46,19,Female,Valid,No,Curve
Mizoram,Unknown,2018,March,Wednesday,20:40,Minor,2,Pedestrian,10,0,Rainy,State Highway,Under Construction,Dark,Police Checkpost,66,19,Male,Valid,No,Curve
Mizoram,Unknown,2019,December,Saturday,22:19,Minor,5,Cycle,10,2,Stormy,State Highway,Under Construction,Daylight,Signs,112,59,Female,Valid,No,Curve
Rajasthan,Chennai,2020,October,Tuesday,21:52,Minor,2,Car,3,3,Rainy,Urban Road,Wet,Daylight,Signs,107,24,Male,Expired,No,Curve
Rajasthan,Unknown,2023,November,Monday,10:28,Fatal,2,Cycle,8,2,Rainy,National Highway,Under Construction,Dusk,,102,63,Female,,Yes,Bridge
Chandigarh,Unknown,2019,February,Friday,1:22,Serious,4,Cycle,3,1,Clear,State Highway,Under Construction,Daylight,Signs,120,61,Male,Expired,No,Bridge
Haryana,Unknown,2023,February,Friday,21:05,Serious,3,Cycle,3,2,Stormy,Village Road,Wet,Dusk,Signs,103,48,Male,Expired,No,Intersection
Chhattisgarh,Unknown,2023,October,Friday,10:50,Serious,5,Auto-Rickshaw,7,2,Rainy,State Highway,Wet,Dusk,Police Checkpost,84,35,Female,Expired,No,Straight Road
Chhattisgarh,Unknown,2021,May,Sunday,4:51,Minor,4,Pedestrian,1,0,Foggy,State Highway,Wet,Daylight,Police Checkpost,43,26,Male,,No,Bridge
Sikkim,Udaipur,2022,October,Friday,9:18,Fatal,4,Cycle,1,0,Rainy,State Highway,Under Construction,Dark,Police Checkpost,117,63,Male,Expired,No,Intersection
Jharkhand,Unknown,2023,December,Sunday,0:43,Serious,2,Bus,6,0,Rainy,Village Road,Damaged,Dark,Signals,79,22,Male,Valid,Yes,Bridge
Kerala,Unknown,2018,June,Saturday,8:52,Fatal,1,Cycle,6,0,Rainy,State Highway,Under Construction,Dark,Police Checkpost,82,44,Male,Expired,No,Intersection
Punjab,Unknown,2019,June,Saturday,22:55,Minor,4,Truck,1,3,Foggy,National Highway,Under Construction,Daylight,Police Checkpost,34,65,Male,Valid,No,Bridge
Rajasthan,Unknown,2020,October,Monday,3:33,Fatal,1,Cycle,8,2,Foggy,State Highway,Dry,Dawn,Signs,75,27,Male,Valid,No,Bridge
Maharashtra,Unknown,2020,May,Thursday,23:01,Minor,4,Auto-Rickshaw,1,2,Clear,Village Road,Under Construction,Daylight,Signs,109,23,Male,,No,Straight Road
Kerala,Unknown,2023,November,Sunday,10:00,Fatal,5,Cycle,6,2,Stormy,National Highway,Dry,Dark,,41,61,Male,Expired,No,Straight Road
Maharashtra,Unknown,2020,November,Saturday,8:07,Fatal,3,Car,1,0,Hazy,State Highway,Wet,Dark,,92,36,Male,Expired,Yes,Bridge
Tripura,Kolkata,2020,September,Thursday,13:31,Serious,2,Car,3,0,Clear,National Highway,Under Construction,Daylight,Signs,119,57,Female,,No,Bridge
Delhi,Madurai,2022,February,Saturday,1:22,Fatal,5,Auto-Rickshaw,3,5,Clear,National Highway,Damaged,Dark,,117,54,Male,Expired,Yes,Bridge
Telangana,Durgapur,2019,March,Monday,23:43,Fatal,4,Two-Wheeler,3,4,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,112,50,Male,Expired,No,Curve
Punjab,Unknown,2023,February,Friday,19:40,Serious,4,Two-Wheeler,9,1,Stormy,Village Road,Wet,Dawn,Police Checkpost,101,29,Male,Valid,Yes,Curve
Meghalaya,Unknown,2020,February,Friday,5:37,Serious,2,Car,3,2,Clear,State Highway,Under Construction,Dark,Signs,121,51,Male,,Yes,Bridge
Odisha,Unknown,2023,February,Sunday,10:50,Fatal,5,Cycle,6,4,Stormy,Urban Road,Dry,Dark,Signals,63,36,Male,Valid,No,Bridge
Tripura,Kolkata,2022,January,Saturday,9:33,Serious,2,Cycle,6,0,Rainy,National Highway,Wet,Dark,Signals,96,35,Male,Valid,Yes,Straight Road
Sikkim,Unknown,2019,March,Thursday,9:40,Serious,4,Car,1,1,Foggy,National Highway,Wet,Dusk,,47,47,Female,Valid,No,Intersection
Gujarat,Surat,2020,October,Friday,18:39,Minor,4,Two-Wheeler,10,1,Rainy,State Highway,Under Construction,Dusk,Police Checkpost,62,28,Female,,No,Straight Road
Tripura,Unknown,2020,July,Saturday,8:08,Fatal,5,Pedestrian,8,5,Hazy,Village Road,Damaged,Dusk,Signs,60,44,Male,,Yes,Intersection
Tripura,Rohini,2020,May,Monday,12:45,Fatal,5,Cycle,4,0,Rainy,National Highway,Wet,Dark,Signals,88,30,Male,,Yes,Straight Road
Uttar Pradesh,Unknown,2022,October,Sunday,9:45,Serious,2,Pedestrian,3,5,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,82,37,Male,,No,Curve
Meghalaya,Unknown,2021,April,Tuesday,21:06,Serious,4,Bus,10,0,Rainy,National Highway,Under Construction,Dusk,Police Checkpost,54,45,Male,,No,Intersection
Punjab,Unknown,2019,April,Friday,10:05,Serious,5,Auto-Rickshaw,2,2,Rainy,National Highway,Wet,Daylight,Signals,62,53,Female,Expired,No,Bridge
Karnataka,Udaipur,2023,October,Tuesday,11:39,Serious,2,Cycle,10,3,Rainy,Urban Road,Under Construction,Daylight,Signals,91,24,Female,Valid,No,Straight Road
Telangana,Unknown,2019,November,Friday,7:52,Serious,2,Truck,3,4,Stormy,Village Road,Damaged,Dawn,Signs,96,44,Male,Valid,Yes,Bridge
Chhattisgarh,Unknown,2019,April,Friday,23:55,Serious,5,Bus,0,5,Rainy,National Highway,Damaged,Dusk,Signs,110,46,Male,Expired,No,Curve
Uttar Pradesh,Ahmedabad,2019,February,Saturday,8:08,Serious,2,Car,3,2,Rainy,Village Road,Wet,Dusk,Signs,64,59,Female,Valid,Yes,Intersection
Jammu and Kashmir,Unknown,2019,November,Friday,5:17,Serious,3,Bus,10,2,Rainy,State Highway,Under Construction,Dawn,Signs,112,35,Female,Valid,Yes,Intersection
Telangana,Varanasi,2022,February,Sunday,5:17,Serious,2,Pedestrian,0,5,Rainy,Village Road,Under Construction,Dusk,Signs,62,37,Female,,No,Bridge
Tamil Nadu,Unknown,2020,July,Saturday,1:52,Minor,4,Car,0,3,Clear,State Highway,Damaged,Dusk,Police Checkpost,81,44,Male,Valid,Yes,Curve
Delhi,Unknown,2019,May,Friday,9:17,Serious,2,Two-Wheeler,3,1,Stormy,Urban Road,Dry,Daylight,Signs,97,39,Female,,Yes,Intersection
Kerala,Unknown,2020,November,Sunday,23:40,Serious,3,Two-Wheeler,4,2,Stormy,State Highway,Dry,Daylight,,113,62,Female,Expired,Yes,Intersection
Assam,Unknown,2023,November,Sunday,4:33,Fatal,3,Car,8,1,Rainy,State Highway,Dry,Dark,,113,50,Male,,Yes,Intersection
Uttar Pradesh,Unknown,2019,May,Saturday,23:34,Serious,4,Bus,1,4,Stormy,National Highway,Wet,Daylight,Signs,33,62,Male,Expired,Yes,Intersection
Kerala,Mangalore,2023,October,Friday,10:18,Serious,5,Auto-Rickshaw,6,3,Clear,National Highway,Dry,Daylight,Signals,105,18,Female,,No,Straight Road
Punjab,Lucknow,2020,October,Monday,13:50,Serious,3,Pedestrian,1,1,Hazy,State Highway,Under Construction,Dark,Police Checkpost,116,49,Male,Valid,Yes,Intersection
Jammu and Kashmir,Unknown,2022,February,Monday,23:44,Minor,5,Car,4,1,Stormy,National Highway,Damaged,Dark,Signs,102,46,Male,Valid,Yes,Curve
Meghalaya,Lucknow,2022,July,Friday,16:22,Serious,2,Bus,9,2,Hazy,National Highway,Dry,Dark,,103,42,Male,Valid,No,Curve
Tripura,Unknown,2021,November,Friday,20:13,Serious,5,Car,6,0,Clear,Village Road,Wet,Dusk,Signs,21,25,Male,Expired,Yes,Bridge
Punjab,Unknown,2020,June,Friday,7:41,Serious,2,Bus,6,3,Clear,State Highway,Damaged,Daylight,Signs,86,30,Female,Expired,No,Intersection
Sikkim,Unknown,2020,October,Friday,8:06,Serious,4,Truck,9,3,Stormy,National Highway,Under Construction,Dusk,Signs,83,64,Male,Expired,Yes,Curve
Madhya Pradesh,Mysore,2020,July,Saturday,18:54,Fatal,5,Car,8,1,Stormy,National Highway,Under Construction,Dusk,,32,57,Female,,No,Bridge
Meghalaya,Unknown,2020,March,Tuesday,19:22,Serious,5,Car,7,2,Rainy,Village Road,Wet,Dark,Police Checkpost,65,51,Male,Valid,No,Curve
Tamil Nadu,Unknown,2021,January,Tuesday,9:32,Minor,5,Truck,10,3,Rainy,Village Road,Damaged,Daylight,Signals,44,51,Female,Valid,No,Straight Road
Tripura,Kolkata,2022,July,Sunday,10:59,Minor,5,Bus,8,3,Clear,State Highway,Dry,Dusk,Signs,81,30,Male,,No,Bridge
Chandigarh,Unknown,2023,June,Thursday,19:28,Serious,1,Auto-Rickshaw,7,0,Foggy,Urban Road,Wet,Dark,Police Checkpost,42,38,Male,Valid,Yes,Bridge
Assam,Udaipur,2019,March,Tuesday,4:46,Fatal,4,Truck,6,2,Rainy,State Highway,Under Construction,Dark,Police Checkpost,118,64,Male,Expired,Yes,Straight Road
Delhi,Unknown,2020,October,Friday,15:24,Minor,2,Bus,4,0,Rainy,Village Road,Wet,Dawn,Signs,108,32,Male,Expired,Yes,Bridge
Nagaland,Unknown,2022,October,Sunday,13:27,Serious,5,Truck,5,2,Stormy,National Highway,Dry,Daylight,Signs,80,35,Female,,Yes,Curve
Tamil Nadu,Surat,2020,January,Friday,0:43,Serious,4,Bus,4,2,Rainy,Village Road,Under Construction,Daylight,Signals,114,31,Female,Valid,Yes,Intersection
Uttar Pradesh,New Delhi,2022,March,Thursday,11:27,Minor,5,Truck,8,1,Rainy,Urban Road,Damaged,Daylight,Signals,57,67,Female,,No,Intersection
Punjab,Rohini,2019,June,Saturday,18:50,Serious,2,Car,0,3,Stormy,National Highway,Damaged,Daylight,Police Checkpost,107,57,Male,,Yes,Intersection
Uttar Pradesh,Varanasi,2021,March,Tuesday,12:32,Fatal,2,Cycle,1,4,Stormy,National Highway,Damaged,Dark,,33,62,Male,,No,Intersection
Delhi,Dwarka,2018,January,Friday,19:01,Serious,2,Auto-Rickshaw,6,0,Hazy,Urban Road,Dry,Dark,Signs,83,65,Male,,Yes,Intersection
Nagaland,Unknown,2019,October,Sunday,7:43,Serious,4,Bus,10,0,Rainy,National Highway,Dry,Daylight,Signals,37,25,Female,,Yes,Bridge
Madhya Pradesh,Unknown,2019,November,Sunday,3:33,Fatal,4,Pedestrian,0,4,Clear,National Highway,Damaged,Dark,Police Checkpost,56,37,Female,,Yes,Bridge
Puducherry,Unknown,2021,January,Tuesday,14:43,Fatal,2,Car,6,0,Rainy,National Highway,Under Construction,Dawn,Police Checkpost,69,41,Male,Valid,Yes,Straight Road
Madhya Pradesh,Unknown,2020,June,Wednesday,9:11,Serious,5,Two-Wheeler,2,2,Clear,State Highway,Under Construction,Daylight,Signs,42,49,Female,Expired,Yes,Intersection
Delhi,Tirupati,2019,September,Friday,8:50,Serious,5,Cycle,9,2,Clear,State Highway,Damaged,Daylight,,119,29,Female,,No,Intersection
Madhya Pradesh,Unknown,2019,February,Saturday,12:24,Fatal,1,Car,7,1,Rainy,State Highway,Under Construction,Dawn,Signals,109,21,Female,Expired,Yes,Intersection
Jammu and Kashmir,Unknown,2020,March,Sunday,22:05,Minor,1,Bus,5,1,Stormy,State Highway,Under Construction,Dawn,,110,50,Male,,No,Straight Road
Manipur,Ahmedabad,2023,March,Sunday,23:11,Minor,4,Auto-Rickshaw,5,5,Rainy,National Highway,Under Construction,Dusk,Police Checkpost,74,50,Male,Valid,No,Straight Road
Madhya Pradesh,Unknown,2020,June,Friday,19:09,Fatal,4,Truck,8,1,Rainy,State Highway,Dry,Dark,Signs,33,36,Female,Valid,Yes,Bridge
Sikkim,Jodhpur,2020,May,Wednesday,12:26,Serious,4,Bus,4,2,Stormy,National Highway,Wet,Dawn,Signals,118,25,Male,Expired,Yes,Bridge
Uttarakhand,Mysore,2018,November,Friday,21:29,Fatal,1,Car,2,0,Stormy,National Highway,Under Construction,Dusk,Police Checkpost,54,39,Male,,No,Curve
Nagaland,Unknown,2020,October,Friday,2:11,Minor,3,Cycle,7,2,Stormy,State Highway,Damaged,Dark,Signs,118,62,Male,Expired,Yes,Bridge
Odisha,Unknown,2019,December,Friday,21:35,Serious,3,Auto-Rickshaw,4,0,Rainy,State Highway,Under Construction,Dusk,Signs,67,48,Female,,Yes,Straight Road
Jammu and Kashmir,Kolkata,2019,November,Sunday,22:41,Serious,1,Truck,8,3,Rainy,National Highway,Under Construction,Daylight,Police Checkpost,79,37,Female,Valid,Yes,Straight Road
Chhattisgarh,Unknown,2018,December,Sunday,1:07,Serious,3,Auto-Rickshaw,3,0,Rainy,State Highway,Under Construction,Daylight,Signs,59,69,Male,,Yes,Bridge
Nagaland,Unknown,2020,July,Sunday,13:59,Serious,5,Auto-Rickshaw,2,2,Rainy,State Highway,Under Construction,Daylight,Police Checkpost,119,58,Male,,No,Curve
Meghalaya,Chennai,2020,October,Saturday,18:53,Serious,2,Truck,9,0,Rainy,Village Road,Under Construction,Daylight,Signs,107,65,Male,,Yes,Straight Road
Haryana,Unknown,2018,November,Sunday,19:16,Fatal,5,Truck,11,4,Foggy,National Highway,Dry,Dawn,Signs,50,57,Male,,Yes,Intersection
Nagaland,Unknown,2019,October,Saturday,1:10,Serious,5,Truck,2,2,Rainy,State Highway,Under Construction,Daylight,,122,66,Male,Expired,Yes,Straight Road
Gujarat,Kolkata,2020,July,Sunday,11:02,Minor,4,Two-Wheeler,2,2,Rainy,National Highway,Under Construction,Dark,Signs,38,58,Male,Expired,No,Intersection
Madhya Pradesh,Unknown,2018,November,Saturday,12:09,Fatal,4,Bus,8,2,Rainy,State Highway,Wet,Daylight,Signs,115,64,Male,,No,Bridge
Madhya Pradesh,Unknown,2023,April,Tuesday,12:58,Serious,5,Car,11,3,Clear,State Highway,Dry,Daylight,Signs,42,39,Female,,No,Straight Road
Odisha,Unknown,2023,November,Friday,14:18,Fatal,2,Two-Wheeler,7,0,Rainy,State Highway,Under Construction,Dark,Police Checkpost,49,52,Male,Expired,Yes,Bridge
Delhi,Unknown,2022,April,Sunday,3:23,Minor,4,Car,2,2,Clear,National Highway,Dry,Daylight,Signs,115,54,Female,Expired,No,Intersection
Telangana,Unknown,2019,January,Friday,3:23,Fatal,2,Pedestrian,7,3,Clear,State Highway,Under Construction,Dusk,Signs,74,59,Male,Valid,No,Curve
Arunachal Pradesh,Unknown,2020,January,Friday,4:31,Serious,4,Truck,5,2,Foggy,State Highway,Under Construction,Daylight,,71,19,Female,Expired,No,Curve
Delhi,Unknown,2022,November,Friday,18:22,Minor,5,Two-Wheeler,8,0,Hazy,State Highway,Dry,Dark,Signals,80,34,Male,Valid,No,Curve
Odisha,Unknown,2019,May,Friday,18:02,Serious,3,Truck,4,4,Hazy,Urban Road,Wet,Dark,Police Checkpost,108,33,Male,,Yes,Straight Road
Maharashtra,Siliguri,2019,September,Saturday,8:31,Minor,5,Car,6,0,Clear,Village Road,Wet,Daylight,,114,13,Female,Valid,No,Intersection
Uttarakhand,Unknown,2023,November,Tuesday,19:11,Minor,5,Car,8,2,Stormy,State Highway,Dry,Dawn,Signs,57,61,Female,Expired,Yes,Curve
Meghalaya,Unknown,2023,October,Wednesday,21:18,Serious,4,Car,10,3,Stormy,Urban Road,Wet,Dusk,Police Checkpost,98,40,Female,,Yes,Intersection
Telangana,Unknown,2022,July,Saturday,17:59,Minor,4,Pedestrian,1,5,Rainy,State Highway,Under Construction,Dawn,Signs,120,32,Male,Expired,No,Bridge
Uttarakhand,Unknown,2019,January,Friday,11:52,Minor,3,Cycle,5,2,Stormy,Urban Road,Damaged,Dusk,,72,34,Male,Expired,No,Curve
West Bengal,Unknown,2018,January,Friday,13:06,Serious,5,Cycle,6,2,Clear,National Highway,Wet,Daylight,Signs,105,43,Male,Expired,Yes,Bridge
Odisha,Unknown,2023,October,Friday,20:54,Minor,2,Truck,4,2,Rainy,National Highway,Wet,Dawn,Police Checkpost,88,51,Male,,No,Bridge
Arunachal Pradesh,Unknown,2020,July,Sunday,19:40,Fatal,5,Auto-Rickshaw,3,0,Stormy,Urban Road,Under Construction,Dawn,Signs,108,59,Female,Valid,No,Curve
Chhattisgarh,Durgapur,2020,May,Tuesday,23:00,Minor,1,Truck,3,1,Hazy,Urban Road,Wet,Daylight,Police Checkpost,31,61,Male,Expired,No,Straight Road
Gujarat,New Delhi,2023,April,Tuesday,18:53,Serious,5,Bus,6,2,Hazy,Village Road,Under Construction,Daylight,Signs,88,55,Female,,No,Intersection
Himachal Pradesh,Unknown,2020,March,Friday,1:53,Fatal,5,Auto-Rickshaw,3,0,Foggy,Village Road,Under Construction,Daylight,Signs,81,16,Male,,No,Curve
Kerala,Unknown,2020,November,Friday,4:08,Fatal,4,Auto-Rickshaw,3,3,Rainy,Urban Road,Under Construction,Dark,Signs,26,47,Male,Expired,No,Intersection
Haryana,Pune,2020,November,Friday,14:59,Serious,5,Truck,9,0,Rainy,National Highway,Damaged,Dawn,Signs,41,73,Male,,Yes,Straight Road
Punjab,Unknown,2023,November,Tuesday,18:56,Minor,1,Car,6,2,Clear,State Highway,Damaged,Daylight,Signs,116,23,Female,Valid,No,Intersection
